CARRIER,FL_NUM,ORIGIN,DEST,CRS_DEP_TIME,CRS_ARR_TIME
DL,1641,LAS,MSP,1154,1700
DL,1650,LAX,JFK,600,1429
DL,1657,ATL,AUS,2220,2355
DL,1660,ATL,ORF,1959,2140
DL,1663,ATL,MKE,1637,1743
DL,1663,MKE,ATL,1823,2135
DL,1665,MSP,RSW,1305,1735
DL,1665,RSW,MSP,1830,2113
DL,1667,SEA,LAS,1845,2115
DL,1669,DCA,MSP,1440,1636
DL,1670,ATL,CHS,825,936
DL,1670,CHS,ATL,1011,1130
DL,1674,SLC,PDX,2225,2344
DL,1675,CVG,ATL,930,1114
DL,1677,SLC,SEA,826,950
DL,1678,MCO,SLC,1828,2130
DL,1678,SLC,MCO,1110,1733
DL,1681,SLC,PHX,825,1021
DL,1689,BNA,DTW,846,1130
DL,1689,DTW,BNA,700,751
DL,1690,ATL,BDL,1427,1643
DL,1694,DTW,LGA,1353,1543
DL,1695,ATL,SAT,815,1002
DL,1695,SAT,ATL,1042,1400
DL,1696,ATL,BDL,1045,1302
DL,1696,BDL,ATL,1345,1636
DL,1700,DTW,BOS,1745,1945
DL,1703,DTW,TPA,1030,1321
DL,1703,TPA,DTW,1417,1655
DL,1704,ATL,MEM,2105,2128
DL,1710,ATL,DFW,955,1129
DL,1712,TPA,MSP,1815,2045
DL,1713,LGA,TPA,1945,2258
DL,1715,DTW,ATL,1005,1223
DL,1716,DEN,MSP,600,908
DL,1717,MSP,ORD,1505,1646
DL,1723,BOS,DTW,1441,1659
DL,1728,MSP,BOS,1000,1352
DL,1730,ATL,CHS,2105,2217
DL,1731,DTW,MCO,1740,2024
DL,1732,ATL,CLE,1418,1607
DL,1733,SLC,SNA,1705,1804
DL,1733,SNA,SLC,1839,2130
DL,1754,PHX,DTW,1101,1655
DL,1761,LAS,SJC,1915,2049
DL,1762,MSP,LAS,700,841
DL,1767,FNT,ATL,1215,1435
DL,1771,BWI,ATL,1226,1433
DL,1776,LAX,JFK,2255,721
DL,1778,MEM,ATL,1731,2005
DL,1781,ABQ,ATL,1320,1824
DL,1781,ATL,ABQ,1056,1235
DL,1782,MSO,MSP,530,916
DL,1783,DTW,SEA,1225,1430
DL,1784,ABQ,SLC,554,751
DL,1785,SLC,LAS,2021,2059
DL,1786,SFO,JFK,645,1517
DL,1788,DTW,MCO,625,923
DL,1788,MCO,DTW,1015,1253
DL,1789,TPA,CVG,1052,1303
DL,1791,DCA,DTW,1500,1641
DL,1792,LFT,ATL,600,837
DL,1793,MSP,SAN,1139,1345
DL,1793,SAN,MSP,1500,2042
DL,1796,MSP,LGA,1000,1342
DL,1798,ATL,ICT,909,1031
DL,1798,ICT,ATL,1106,1415
DL,1801,ATL,RIC,1205,1334
DL,1801,RIC,ATL,1414,1609
DL,1807,MSP,EWR,1735,2129
DL,1808,ATL,TPA,2340,106
DL,1809,SLC,DTW,1525,2102
DL,1817,FLL,ATL,2110,2309
DL,1818,BOS,ATL,1620,1928
DL,1819,DFW,SLC,600,753
DL,1822,BIS,MSP,635,808
DL,1824,ATL,MCO,655,824
DL,1825,MCO,ATL,520,647
DL,1833,MCO,ATL,730,905
DL,1836,MSP,DTW,625,911
DL,1837,MCO,ATL,1930,2110
DL,1846,MCI,DTW,615,912
DL,1854,CVG,LAS,1615,1734
DL,1856,ATL,MCO,2330,59
DL,1865,DTW,MSP,835,948
DL,1866,SFO,ATL,730,1505
DL,1868,ATL,AUS,816,952
DL,1871,ATL,SAT,1547,1734
DL,1871,SAT,ATL,1815,2132
DL,1878,ATL,EWR,1745,2001
DL,1879,LGA,FLL,705,1017
DL,1881,ATL,SLC,1705,1927
DL,1882,MSP,PHL,1502,1838
DL,1882,PHL,MSP,1918,2120
DL,1885,MSP,TPA,656,1119
DL,1886,MSP,STL,1314,1447
DL,1886,STL,MSP,1522,1659
DL,1889,MCO,BOS,1545,1840
DL,1893,ALB,MSP,610,817
DL,1894,CVG,SFO,925,1137
DL,1894,SFO,CVG,1217,1945
DL,1895,ATL,PHL,1005,1205
DL,1895,PHL,ATL,1245,1502
DL,1897,JAC,JFK,1225,1846
DL,1900,MSP,DTW,1028,1313
DL,1903,BIL,MSP,1326,1623
DL,1906,ATL,DCA,725,907
DL,1908,ATL,DCA,903,1040
DL,1916,ATL,DCA,1215,1400
DL,1922,ATL,DCA,1740,1926
DL,1926,MSP,BWI,2000,2340
DL,1928,MCO,DTW,615,853
DL,1931,LGA,ATL,600,834
DL,1932,ATL,LGA,745,952
DL,1936,ATL,LGA,945,1200
DL,1939,LGA,ATL,1055,1338
DL,1941,LGA,ATL,1255,1535
DL,1944,ATL,LGA,1245,1457
DL,1948,ATL,LGA,1445,1700
DL,1949,LGA,ATL,1655,1946
DL,1950,ATL,LGA,1645,1904
DL,1953,LGA,ATL,1855,2141
DL,1954,ATL,LGA,1845,2104
DL,1957,LGA,ATL,2055,2332
DL,1959,BOS,MSP,550,821
DL,1963,DCA,ATL,600,757
DL,1964,ATL,JAX,1630,1742
DL,1964,JAX,ATL,1830,2002
DL,1965,BOS,MSP,1429,1654
DL,1968,AUS,MSP,630,911
DL,1969,MSP,MSY,1005,1256
DL,1974,ATL,DAB,935,1051
DL,1975,MSY,LAX,1421,1700
DL,1977,ATL,ORD,1625,1732
DL,1978,SLC,CVG,1000,1530
DL,1983,PDX,SLC,1830,2119
DL,1984,AUS,ATL,555,904
DL,1994,PHX,JFK,630,1312
DL,1995,ABQ,ATL,605,1116
DL,1996,MSP,LGA,700,1048
DL,1998,DTW,LAS,1755,1934
DL,2005,ATL,DTW,725,925
DL,2006,SLC,ORD,1120,1535
DL,2010,DCA,ATL,1230,1437
DL,2014,ATL,SDF,2115,2241
DL,2018,TPA,MSP,650,915
DL,2019,ATL,HSV,1244,1241
DL,2019,HSV,ATL,1316,1517
DL,2021,DTW,PHX,1530,1803
DL,2022,LGA,MSY,830,1110
DL,2033,ALB,ATL,1708,2014
DL,2033,ATL,ALB,1410,1626
DL,2034,FLL,ATL,530,721
DL,2040,SFO,JFK,1600,29
DL,2041,ATL,JAX,2330,41
DL,2042,MSP,SMF,1750,2001
DL,2043,ATL,ICT,1505,1628
DL,2043,ICT,ATL,1715,2024
DL,2050,IAH,ATL,1006,1311
DL,2053,ATL,FNT,1513,1712
DL,2054,ATL,PHL,1212,1411
DL,2054,PHL,ATL,1446,1709
DL,2056,MSP,AUS,1750,2051
DL,2057,MSP,BIS,2214,2347
DL,2058,MCO,JFK,700,932
DL,2063,DCA,MSP,835,1028
DL,2068,LGA,FLL,1630,1947
DL,2074,LAS,LAX,1122,1245
DL,2075,MCI,ATL,1245,1545
DL,2076,LAS,ATL,1547,2237
DL,2081,MSY,SLC,730,1022
DL,2084,PNS,ATL,1858,2115
DL,2097,MSP,SNA,1749,1958
DL,2100,PHX,MSP,125,527
DL,2104,ATL,PVD,1525,1747
DL,2104,PVD,ATL,1831,2128
DL,2107,ORD,SLC,1340,1616
DL,2107,SLC,ORD,839,1305
DL,2108,MSP,DEN,1125,1246
DL,2115,MSY,LGA,1200,1554
DL,2118,LAX,MSP,1120,1708
DL,2120,ATL,MDW,918,1013
DL,2120,MDW,ATL,1051,1351
DL,2126,SLC,ABQ,2205,2353
DL,2127,ATL,MSP,2040,2223
DL,2130,MSP,MKE,1520,1636
DL,2132,DTW,SLC,2155,2359
DL,2135,ATL,HSV,922,915
DL,2135,HSV,ATL,959,1154
DL,2136,ATL,ELP,1125,1300
DL,2136,ELP,ATL,1340,1845
DL,2137,LAX,LAS,1705,1822
DL,2138,BNA,SLC,720,1019
DL,2140,LAS,SLC,1830,2102
DL,2143,LAS,LAX,1534,1700
DL,2143,LAX,LAS,1325,1439
DL,2145,MSP,PDX,1757,1958
DL,2146,ATL,MCI,2106,2224
DL,2150,SEA,SLC,1820,2125
DL,2152,SLC,BIL,2215,2352
DL,2155,ATL,DFW,735,904
DL,2156,ATL,SYR,902,1109
DL,2156,SYR,ATL,1144,1420
DL,2159,BNA,DTW,630,920
DL,2160,LGA,MSP,1135,1349
DL,2161,ATL,PHL,1635,1840
DL,2161,PHL,ATL,1920,2142
DL,2162,SLC,PHX,2211,2
DL,2163,PDX,MSP,1141,1700
DL,2164,LAX,SEA,600,857
DL,2166,MLB,ATL,550,726
DL,2167,MSP,PDX,1110,1304
DL,2167,PDX,MSP,1349,1904
DL,2169,ATL,CMH,1645,1815
DL,2169,CMH,ATL,1855,2049
DL,2171,SDF,ATL,724,859
DL,2177,ATL,CVG,1440,1605
DL,2182,FLL,MSP,1310,1608
DL,2182,MSP,FLL,715,1203
DL,2187,MSP,FSD,1941,2057
DL,2188,BNA,LAX,714,1010
DL,2189,SLC,PDX,825,952
DL,2199,ABQ,MSP,530,920
DL,2201,CVG,BOS,2030,2237
DL,2203,ATL,LAS,819,954
DL,2207,ATL,CAE,1508,1606
DL,2207,CAE,ATL,1650,1804
DL,2208,GEG,SLC,1325,1611
DL,2208,SLC,GEG,1150,1243
DL,2209,LGA,DTW,1645,1845
DL,2213,ATL,MLB,1210,1340
DL,2213,MLB,ATL,1415,1554
DL,2219,DTW,MSP,1005,1109
DL,2227,ATL,FLL,655,846
DL,2235,ATL,CVG,1622,1749
DL,2236,CLT,ATL,530,644
DL,2237,ATL,BWI,2105,2251
DL,2239,DFW,ATL,1945,2250
DL,2241,ATL,ORD,2110,2218
DL,2246,BOS,FLL,1535,1918
DL,2247,ATL,ECP,1704,1710
DL,2247,ECP,ATL,1745,2010
DL,2248,ATL,BNA,2106,2118
DL,2253,MSP,SEA,1759,1957
DL,2254,LAX,ATL,530,1243
DL,2256,EWR,DTW,556,755
DL,2260,BZN,SLC,610,736
DL,2264,TPA,MSP,1415,1647
DL,2266,ATL,BWI,1521,1712
DL,2268,MSP,ORD,1311,1443
DL,2268,ORD,MSP,1523,1700
DL,2273,GSO,ATL,720,849
DL,2278,SEA,DTW,600,1322
DL,2280,ATL,EWR,1500,1712
DL,2281,IND,ATL,1902,2046
DL,2287,MSP,ATL,1901,2240
DL,2288,ATL,BHM,2340,2333
DL,2289,ATL,GRR,1540,1735
DL,2289,GRR,ATL,1810,2030
DL,2291,ATL,CLE,1959,2155
DL,2295,SAN,SLC,1020,1320
DL,2295,SLC,SAN,835,945
DL,2298,ATL,SRQ,915,1040
DL,2299,ATL,HOU,1636,1759
DL,2299,HOU,ATL,1840,2138
DL,2310,DFW,ATL,1115,1425
DL,2319,MSP,DCA,1300,1632
DL,2322,MSP,MIA,1010,1455
DL,2327,LAS,ATL,1132,1825
DL,2332,LAX,SLC,1820,2117
DL,2333,MSP,SLC,1740,1940
DL,2337,ATL,DAY,1604,1735
DL,2337,DAY,ATL,1815,2011
DL,2338,DTW,LGA,955,1147
DL,2341,PDX,MSP,45,603
DL,2343,TPA,DTW,1020,1255
DL,2346,MCI,MSP,1525,1656
DL,2346,MSP,MCI,1305,1441
DL,2348,SLC,DTW,1120,1700
DL,2352,DTW,BDL,2205,2347
DL,2355,ATL,LAX,2107,2320
DL,2367,ATL,SYR,2115,2331
DL,2374,SEA,ATL,2330,710
DL,2375,FLL,BOS,1955,2304
DL,2376,ROC,ATL,1155,1420
DL,2384,SMF,SLC,600,842
DL,2387,ATL,CAE,916,1010
DL,2387,CAE,ATL,1055,1203
F9,1028,CLT,PHL,1430,1610
F9,1061,PHL,MSY,1700,1927
F9,1060,MSY,PHL,2015,2357
F9,1868,PHX,CVG,955,1523
F9,1949,CVG,TPA,1610,1825
F9,1948,TPA,CVG,1920,2132
F9,1248,SFO,ORD,125,741
F9,1393,CLE,RSW,1725,2018
F9,1392,RSW,CLE,2105,2358
F9,1577,BNA,LAS,1630,1842
F9,1179,CVG,LAX,625,828
F9,1532,SFO,ATL,950,1726
F9,1178,LAX,CVG,1035,1739
F9,1031,PHL,CLT,1010,1207
F9,1031,CLT,MCO,1255,1436
F9,1701,MCO,MSY,1522,1610
F9,1700,MSY,MCO,1655,1933
F9,1632,LAX,MCO,115,900
F9,1028,MCO,CLT,1155,1338
F9,698,DEN,MSY,830,1208
F9,701,MSY,DEN,1315,1515
F9,1802,RSW,STL,805,950
F9,1803,STL,RSW,1035,1411
F9,1328,ORD,TPA,815,1207
F9,1325,TPA,ORD,1305,1506
F9,1325,ORD,SLC,1600,1841
F9,1326,SLC,ORD,1935,2343
F9,1533,ATL,SFO,745,1010
F9,1664,MCO,DTW,1500,1738
F9,1665,DTW,MCO,1828,2110
F9,1273,ORD,LAX,1720,1958
F9,1672,MCO,PHL,1154,1423
F9,1673,PHL,MCO,1520,1802
F9,903,TTN,FLL,630,942
F9,904,FLL,TTN,1030,1319
F9,939,PBI,DEN,1755,2035
F9,1864,SEA,PHX,850,1248
F9,785,DEN,PDX,730,929
F9,226,PDX,DEN,1020,1354
F9,867,DEN,MSO,1740,1955
F9,866,MSO,DEN,2040,2244
F9,444,DEN,FSD,955,1229
F9,445,FSD,DEN,1315,1417
F9,1987,TTN,PGD,600,915
F9,1980,PGD,TTN,1000,1239
F9,907,TTN,RDU,1825,1952
F9,908,RDU,TTN,2035,2159
F9,1539,ATL,PHX,1218,1440
F9,1560,PHX,ATL,1520,2103
F9,246,DEN,IAH,840,1205
F9,245,IAH,DEN,1250,1425
F9,238,DEN,BNA,845,1215
F9,141,BNA,DEN,1310,1505
F9,806,DEN,PBI,700,1251
F9,806,PBI,TTN,1336,1617
F9,1829,RSW,MKE,1500,1705
F9,1828,MKE,RSW,1750,2147
F9,1889,PHX,SEA,705,925
F9,822,SEA,DEN,1010,1348
F9,1601,MCO,AUS,745,935
F9,1624,AUS,MCO,1030,1357
F9,1624,MCO,IAD,1440,1652
F9,1747,IAD,MCO,1800,2035
F9,162,LAS,DEN,1230,1526
F9,162,DEN,MSN,1610,1917
F9,163,MSN,DEN,2005,2134
F9,588,DEN,TYS,945,1430
F9,589,TYS,DEN,1515,1657
F9,180,DEN,OMA,1045,1316
F9,180,OMA,MCO,1400,1805
F9,1737,MCO,COS,1855,2300
F9,922,MCO,TTN,810,1042
F9,921,TTN,MCO,1125,1406
F9,1706,MCO,PIT,930,1144
F9,1707,PIT,MCO,1231,1455
F9,181,MCO,OMA,1540,1810
F9,181,OMA,DEN,1854,1940
F9,1832,PHX,MKE,720,1142
F9,1835,MKE,PHX,1233,1535
F9,1838,PHX,STL,1615,2013
F9,1841,STL,PHX,2055,2325
F9,1106,LAS,IAH,945,1443
F9,1109,IAH,LAS,1530,1654
F9,1109,LAS,SFO,1740,1920
F9,1086,SFO,LAS,2010,2144
HA,105,OGG,HNL,635,710
HA,106,HNL,OGG,528,607
HA,107,KOA,HNL,616,658
HA,108,HNL,KOA,502,546
HA,110,LIH,HNL,707,739
HA,113,HNL,LIH,600,639
HA,194,HNL,OGG,1815,1854
HA,195,OGG,HNL,1922,1957
HA,201,ITO,HNL,718,808
HA,202,HNL,ITO,557,649
HA,255,OGG,HNL,951,1025
HA,256,HNL,OGG,843,923
HA,285,OGG,HNL,712,747
HA,286,HNL,OGG,605,644
HA,465,HNL,PPG,1645,2130
HA,466,PPG,HNL,2325,555
NK,812,DFW,TPA,920,1240
NK,813,TPA,DFW,1325,1513
WN,6237,ABQ,BWI,950,1525
WN,1917,ABQ,DAL,1005,1240
WN,1986,ABQ,DAL,1530,1810
WN,4542,ABQ,DAL,550,830
WN,5602,ABQ,DAL,2025,2255
WN,4025,ABQ,DEN,1835,1955
WN,4481,ABQ,DEN,555,715
WN,5029,ABQ,DEN,1105,1225
WN,1811,ABQ,HOU,1635,1935
WN,2253,ABQ,HOU,1435,1735
WN,4521,ABQ,HOU,645,945
WN,4828,ABQ,HOU,1015,1310
WN,3877,ABQ,LAS,2010,2045
WN,4537,ABQ,LAS,645,725
WN,6236,ABQ,LAS,1125,1205
WN,589,ABQ,LAX,1405,1505
WN,2004,ABQ,LAX,1850,1955
WN,3185,ABQ,LAX,850,955
WN,4284,ABQ,LAX,605,715
WN,3039,ABQ,MCI,1750,2040
WN,1834,ABQ,MDW,855,1240
WN,3615,ABQ,MDW,1810,2145
WN,5576,ABQ,MDW,1315,1655
WN,2398,ABQ,OAK,700,835
WN,3586,ABQ,OAK,1020,1155
WN,3941,ABQ,OAK,1650,1825
WN,4059,ABQ,PDX,1235,1440
WN,1413,ABQ,PHX,505,630
WN,1530,ABQ,PHX,815,935
WN,4629,ABQ,PHX,1755,1910
WN,5135,ABQ,PHX,1040,1200
WN,6197,ABQ,PHX,1930,2050
WN,6365,ABQ,PHX,1455,1610
WN,1494,ABQ,SAN,710,810
WN,4184,ABQ,SAN,1805,1900
WN,792,ALB,BWI,945,1110
WN,1996,ALB,BWI,525,700
WN,2028,ALB,BWI,1845,2010
WN,2624,ALB,BWI,1415,1535
WN,3680,ALB,BWI,1230,1350
WN,4220,ALB,BWI,1945,2120
WN,4381,ALB,FLL,600,940
WN,2353,ALB,LAS,935,1220
WN,3948,ALB,MCO,1050,1400
WN,5564,ALB,MCO,1715,2030
WN,4179,ALB,MDW,1745,1910
WN,6210,ALB,MDW,500,630
WN,2200,ALB,TPA,640,1005
WN,2137,AMA,DAL,605,715
WN,4136,AMA,DAL,1405,1515
WN,5146,AMA,DAL,1735,1845
WN,6259,AMA,LAS,1825,1835
WN,3907,ATL,AUS,835,1015
WN,6193,ATL,AUS,1640,1815
WN,3769,ATL,BOS,2055,2325
WN,5212,ATL,BOS,1350,1615
WN,6279,ATL,BOS,930,1200
WN,2625,ATL,BWI,605,745
WN,3968,ATL,BWI,1855,2035
WN,4035,ATL,BWI,1255,1435
WN,4427,ATL,BWI,1720,1900
WN,4633,ATL,BWI,1110,1255
WN,5858,ATL,BWI,2025,2210
WN,6337,ATL,BWI,810,955
WN,2430,ATL,CAK,1545,1725
WN,3354,ATL,CAK,2235,15
WN,4498,ATL,CAK,830,1010
WN,52,ATL,CMH,2240,10
WN,4021,ATL,CMH,1535,1710
WN,5517,ATL,CMH,835,1010
WN,3893,ATL,DAL,905,1025
WN,4027,ATL,DAL,2050,2210
WN,4165,ATL,DAL,1730,1845
WN,4256,ATL,DAL,1255,1410
WN,4555,ATL,DAL,710,830
WN,3137,ATL,DCA,2055,2235
WN,3846,ATL,DCA,925,1105
WN,4116,ATL,DCA,1635,1820
WN,4832,ATL,DCA,1250,1430
WN,1564,ATL,DEN,1705,1835
WN,2809,ATL,DEN,535,700
WN,3629,ATL,DEN,1315,1440
WN,4745,ATL,DEN,1925,2100
WN,37,ATL,DTW,2235,30
WN,2835,ATL,DTW,830,1025
WN,3664,ATL,DTW,1535,1730
WN,2737,ATL,FLL,1035,1225
WN,3645,ATL,FLL,1335,1520
WN,4080,ATL,FLL,1530,1725
WN,4719,ATL,FLL,1910,2100
WN,2879,ATL,GSP,1515,1610
WN,5065,ATL,GSP,2235,2325
WN,6165,ATL,GSP,1030,1125
WN,2909,ATL,HOU,2000,2125
WN,2912,ATL,HOU,605,725
WN,3655,ATL,HOU,1025,1150
WN,4183,ATL,HOU,1240,1400
WN,4798,ATL,HOU,2210,2330
WN,6371,ATL,HOU,1610,1730
WN,3458,ATL,IAD,1535,1720
WN,3812,ATL,IAD,830,1015
WN,3762,ATL,IND,840,1010
WN,6003,ATL,IND,2240,10
WN,6049,ATL,IND,1540,1710
WN,3358,ATL,JAX,1050,1200
WN,3540,ATL,JAX,1335,1435
WN,3926,ATL,JAX,2105,2215
WN,4064,ATL,LAS,2050,2230
WN,6334,ATL,LAS,1020,1200
WN,3124,ATL,LAX,1020,1230
WN,4739,ATL,LAX,1320,1525
WN,5037,ATL,LAX,2005,2220
WN,4316,ATL,LGA,2055,2305
WN,6283,ATL,LGA,555,755
WN,3738,ATL,MCI,1535,1650
WN,6100,ATL,MCI,2235,2345
WN,6378,ATL,MCI,850,1005
WN,3552,ATL,MCO,1200,1325
WN,3807,ATL,MCO,2055,2225
WN,3888,ATL,MCO,1020,1150
WN,5848,ATL,MCO,1500,1625
WN,6303,ATL,MCO,1335,1500
WN,6333,ATL,MCO,1905,2030
WN,688,ATL,MDW,1710,1805
WN,2972,ATL,MDW,1210,1305
WN,3871,ATL,MDW,2030,2125
WN,4468,ATL,MDW,1400,1455
WN,5913,ATL,MDW,1915,2010
WN,6200,ATL,MDW,550,645
WN,4431,ATL,MKE,1535,1635
WN,6192,ATL,MKE,835,940
WN,6358,ATL,MKE,2245,2345
WN,3375,ATL,MSP,1535,1715
WN,3980,ATL,MSP,2240,15
WN,4338,ATL,MSP,905,1045
WN,1493,ATL,MSY,2040,2110
WN,2806,ATL,MSY,1035,1110
WN,2981,ATL,MSY,1330,1400
WN,3725,ATL,MSY,1700,1735
WN,6363,ATL,OAK,1020,1250
WN,3669,ATL,PBI,1010,1200
WN,5735,ATL,PBI,2055,2245
WN,3639,ATL,PHL,830,1030
WN,3688,ATL,PHL,2240,30
WN,6372,ATL,PHL,1335,1535
WN,3827,ATL,PHX,1030,1250
WN,4428,ATL,PHX,1830,2050
WN,4240,ATL,PIT,2315,50
WN,6161,ATL,PIT,835,1015
WN,2045,ATL,RDU,1540,1655
WN,3364,ATL,RDU,1820,1935
WN,4228,ATL,RDU,830,950
WN,6077,ATL,RDU,2235,2350
WN,3256,ATL,RIC,1035,1205
WN,4393,ATL,RIC,2240,5
WN,4525,ATL,RIC,1605,1730
WN,3495,ATL,RSW,1030,1210
WN,4977,ATL,RSW,1725,1900
WN,6299,ATL,SAN,830,1035
WN,6058,ATL,SAT,1700,1840
WN,6385,ATL,SAT,945,1130
WN,897,ATL,STL,800,840
WN,3424,ATL,STL,2040,2125
WN,3821,ATL,STL,1755,1840
WN,5531,ATL,STL,1125,1215
WN,2843,ATL,TPA,1335,1500
WN,3674,ATL,TPA,1140,1310
WN,4671,ATL,TPA,1010,1140
WN,4914,ATL,TPA,2050,2215
WN,5498,ATL,TPA,1445,1610
WN,5678,ATL,TPA,1800,1930
WN,3846,AUS,ATL,535,840
WN,3926,AUS,ATL,1710,2010
WN,2205,AUS,BNA,1935,2125
WN,3929,AUS,BNA,635,830
WN,4159,AUS,BNA,1005,1200
WN,2807,AUS,BOS,1700,2145
WN,4790,AUS,BWI,1820,2220
WN,6186,AUS,BWI,545,945
WN,1466,AUS,DAL,1225,1320
WN,1934,AUS,DAL,1955,2050
WN,3554,AUS,DAL,615,710
WN,3907,AUS,DAL,1050,1145
WN,4113,AUS,DAL,730,825
WN,4433,AUS,DAL,1420,1515
WN,5673,AUS,DAL,1730,1825
WN,4173,AUS,DCA,1250,1645
WN,3107,AUS,DEN,545,700
WN,3131,AUS,DEN,1220,1335
WN,4138,AUS,DEN,950,1100
WN,6138,AUS,DEN,2110,2225
WN,2029,AUS,ELP,2120,2200
WN,3995,AUS,ELP,900,940
WN,5262,AUS,ELP,1710,1750
WN,2912,AUS,EWR,925,1350
WN,6060,AUS,EWR,1800,2225
WN,3809,AUS,FLL,1655,2025
WN,4609,AUS,FLL,925,1300
WN,543,AUS,HOU,655,750
WN,3849,AUS,HOU,1245,1335
WN,3875,AUS,HOU,1510,1600
WN,5195,AUS,HOU,1820,1915
WN,3762,AUS,HRL,1400,1505
WN,4039,AUS,LAS,1125,1225
WN,5903,AUS,LAS,2040,2140
WN,3961,AUS,LAX,2005,2125
WN,4414,AUS,LAX,800,925
WN,3398,AUS,LBB,910,1020
WN,3556,AUS,LBB,1300,1410
WN,4768,AUS,LBB,2000,2110
WN,3879,AUS,MCO,1855,2220
WN,4068,AUS,MCO,850,1225
WN,520,AUS,MDW,1840,2110
WN,4120,AUS,MDW,930,1155
WN,5760,AUS,MDW,1320,1545
WN,5916,AUS,MDW,535,805
WN,4047,AUS,MSY,1415,1530
WN,6281,AUS,MSY,1055,1210
WN,6134,AUS,OAK,1540,1735
WN,1523,AUS,PHX,1910,2040
WN,3307,AUS,PHX,1205,1340
WN,6118,AUS,PHX,1700,1835
WN,6382,AUS,PHX,940,1110
WN,4177,AUS,SAN,2125,2230
WN,5964,AUS,SAN,1340,1450
WN,4101,AUS,SEA,525,755
WN,3540,AUS,SJC,1910,2105
WN,4580,AUS,SJC,1035,1230
WN,2806,AUS,SNA,1525,1640
WN,804,AUS,STL,1315,1510
WN,3336,AUS,TPA,1405,1715
WN,2438,BDL,BWI,1500,1610
WN,3228,BDL,BWI,530,655
WN,4200,BDL,BWI,810,925
WN,4300,BDL,BWI,1030,1145
WN,4636,BDL,BWI,915,1030
WN,5714,BDL,BWI,1845,2005
WN,6335,BDL,BWI,1645,1800
WN,4289,BDL,DEN,825,1105
WN,4222,BDL,FLL,710,1030
WN,5289,BDL,LAS,1640,1935
WN,4232,BDL,MCO,545,855
WN,5517,BDL,MCO,1415,1720
WN,5567,BDL,MCO,2005,2310
WN,3252,BDL,MDW,1410,1545
WN,4253,BDL,MDW,725,900
WN,4261,BDL,MDW,910,1040
WN,4265,BDL,MDW,500,630
WN,4981,BDL,MDW,1735,1915
WN,4273,BDL,RSW,630,1005
WN,6265,BDL,TPA,1740,2055
WN,6296,BDL,TPA,610,935
WN,1170,BHM,BWI,1430,1720
WN,3797,BHM,BWI,515,810
WN,3971,BHM,BWI,1905,2155
WN,4314,BHM,DAL,625,830
WN,4601,BHM,DAL,2055,2250
WN,6890,BHM,DAL,1000,1155
WN,1026,BHM,HOU,1945,2140
WN,4371,BHM,HOU,1035,1230
WN,5060,BHM,HOU,550,750
WN,5235,BHM,LAS,1535,1750
WN,3571,BHM,MCO,1505,1735
WN,4335,BHM,MCO,840,1110
WN,4446,BHM,MCO,1815,2045
WN,3403,BHM,MDW,1050,1240
WN,4300,BHM,MDW,1630,1815
WN,4332,BHM,MDW,1955,2140
WN,3991,BHM,TPA,1600,1825
WN,5048,BHM,TPA,1200,1425
WN,3540,BNA,AUS,1620,1840
WN,4580,BNA,AUS,740,1000
WN,6218,BNA,AUS,2105,2325
WN,4535,BNA,BOS,1445,1805
WN,5580,BNA,BOS,2205,125
WN,6169,BNA,BOS,905,1225
WN,3578,BNA,BWI,650,930
WN,3876,BNA,BWI,1410,1645
WN,4346,BNA,BWI,1900,2135
WN,4357,BNA,BWI,555,835
WN,4986,BNA,BWI,1130,1405
WN,5039,BNA,BWI,2035,2310
WN,6022,BNA,BWI,2135,5
WN,6282,BNA,BWI,1300,1540
WN,1715,BNA,CHS,850,1110
WN,6253,BNA,CHS,1745,2010
WN,2205,BNA,CLE,2205,25
WN,4459,BNA,CLE,920,1145
WN,3674,BNA,CLT,1715,1930
WN,2484,BNA,CMH,2210,20
WN,4500,BNA,CMH,935,1145
WN,3430,BNA,DAL,750,950
WN,4609,BNA,DAL,1540,1740
WN,6112,BNA,DAL,1855,2055
WN,6333,BNA,DAL,1055,1255
WN,1906,BNA,DCA,1330,1605
WN,4376,BNA,DCA,2115,2345
WN,4533,BNA,DCA,1005,1235
WN,3925,BNA,DEN,2025,2225
WN,4370,BNA,DEN,735,935
WN,4510,BNA,DEN,1825,2025
WN,4957,BNA,DEN,1205,1400
WN,4265,BNA,DTW,925,1155
WN,6227,BNA,DTW,2205,35
WN,14,BNA,ECP,740,900
WN,4621,BNA,ECP,2035,2150
WN,769,BNA,FLL,735,1050
WN,2773,BNA,FLL,1555,1905
WN,4305,BNA,FLL,1115,1420
WN,4891,BNA,FLL,2145,50
WN,6327,BNA,FLL,610,925
WN,2,BNA,HOU,810,1025
WN,4600,BNA,HOU,1305,1520
WN,5548,BNA,HOU,1940,2150
WN,6878,BNA,HOU,1505,1720
WN,4641,BNA,JAX,1500,1725
WN,5930,BNA,JAX,1830,2055
WN,6304,BNA,JAX,830,1055
WN,3511,BNA,LAS,645,900
WN,4409,BNA,LAS,1805,2015
WN,3611,BNA,LAX,1415,1655
WN,3929,BNA,LAX,905,1145
WN,5011,BNA,LAX,1855,2135
WN,3136,BNA,LGA,1010,1310
WN,4398,BNA,LGA,640,945
WN,2956,BNA,MCI,2035,2215
