CARRIER,FL_NUM,ORIGIN,DEST,CRS_DEP_TIME,CRS_ARR_TIME
AS,65,WRG,PSG,1115,1136
AS,65,KTN,WRG,943,1029
AS,65,JNU,ANC,1400,1548
AS,65,SEA,KTN,739,849
AS,65,PSG,JNU,1228,1307
AS,67,SIT,JNU,1829,1909
AS,67,KTN,SIT,1646,1744
AS,67,SEA,KTN,1445,1553
AS,69,KTN,JNU,2042,2146
AS,69,SEA,KTN,1850,1957
AS,70,JNU,SIT,2218,2258
AS,70,ANC,JNU,1947,2127
AS,73,JNU,SIT,600,640
AS,73,SIT,ANC,725,925
AS,74,ANC,SEA,1650,2115
AS,75,SEA,JNU,1130,1310
AS,78,JNU,SEA,1417,1734
AS,80,ANC,SEA,1025,1459
AS,81,SEA,ANC,600,850
AS,82,ANC,SEA,150,615
AS,83,SEA,ANC,800,1055
AS,86,ANC,SEA,845,1310
AS,89,SEA,ANC,2215,105
AS,92,ANC,SEA,1450,1915
AS,97,SEA,ANC,1305,1553
AS,101,SEA,ANC,1510,1755
AS,104,ANC,SEA,1905,2330
AS,105,SEA,ANC,2045,2335
AS,106,ANC,SEA,2155,220
AS,108,ANC,SEA,55,519
AS,109,SEA,ANC,1745,2030
AS,110,ANC,SEA,255,720
AS,111,LAS,ANC,2355,444
AS,112,ANC,SEA,700,1125
AS,117,SEA,FAI,2055,2346
AS,119,PHX,ANC,1820,2222
AS,120,ANC,SEA,1335,1755
AS,121,SEA,ANC,30,325
AS,123,SEA,FAI,1355,1648
AS,124,FAI,SEA,2335,416
AS,126,FAI,SEA,630,1110
AS,127,SEA,FAI,2315,216
AS,128,FAI,SEA,100,540
AS,130,ANC,PDX,150,620
AS,131,PDX,ANC,940,1240
AS,133,SEA,FAI,1935,2229
AS,134,ANC,PDX,45,519
AS,135,PDX,ANC,2140,39
AS,138,ANC,ORD,2300,820
AS,139,ORD,ANC,935,1345
AS,140,ANC,PDX,1215,1650
AS,144,ANC,LAX,45,658
AS,145,PDX,ANC,2245,144
AS,147,SEA,ANC,1100,1354
AS,150,ANC,LAX,2345,557
AS,151,ANC,OME,910,1050
AS,152,OME,ANC,1145,1312
AS,154,OTZ,ANC,845,1015
AS,157,ANC,OTZ,605,750
AS,161,ADK,ANC,1715,2100
AS,164,ANC,ADK,1405,1620
AS,167,ANC,FAI,2320,16
AS,171,LAX,ANC,1645,2130
AS,172,ANC,PHX,945,1720
AS,174,ANC,LAS,2320,528
AS,175,LAX,ANC,2345,430
AS,183,SEA,ANC,2310,200
AS,184,FAI,SEA,1750,2230
AS,187,SEA,ANC,1945,2234
AS,200,SEA,SJC,600,809
AS,221,SJC,SEA,1755,1959
AS,222,SEA,SFO,650,855
AS,223,SFO,SEA,2100,2305
AS,233,SAN,SEA,1810,2105
AS,238,SEA,SAN,645,925
AS,239,SAN,SEA,1935,2230
AS,245,SAN,PDX,1815,2050
AS,247,SFO,PDX,2030,2211
AS,248,SEA,SAN,845,1129
AS,264,PDX,SFO,710,910
AS,276,PDX,SAN,625,847
AS,288,SEA,SNA,610,848
AS,289,SNA,SEA,1850,2140
AS,300,SEA,SFO,2045,2248
AS,303,SFO,SEA,1000,1209
AS,304,SEA,SFO,1845,2100
AS,304,SFO,PSP,2155,2317
AS,306,SEA,SFO,1135,1345
AS,306,SFO,PSP,1440,1602
AS,307,SFO,SEA,1305,1510
AS,308,SEA,SFO,1500,1705
AS,309,SJC,SEA,800,1005
AS,310,SEA,SJC,1000,1210
AS,311,PSP,SFO,600,730
AS,311,SFO,SEA,830,1039
AS,312,SEA,OAK,1010,1209
AS,315,SFO,SEA,1600,1804
AS,318,SEA,SJC,750,959
AS,319,SJC,SEA,1855,2059
AS,320,SEA,SFO,550,759
AS,321,SJC,SEA,630,835
AS,322,SEA,SJC,1655,1856
AS,323,SJC,SEA,1300,1503
AS,324,PDX,SFO,1010,1201
AS,326,SEA,SJC,1300,1505
AS,327,SJC,SEA,1000,1209
AS,331,SFO,SEA,1800,2005
AS,336,SEA,SJC,2055,2256
AS,337,PSP,SFO,1700,1830
AS,337,SFO,SEA,1925,2134
AS,341,OAK,SEA,1855,2055
AS,342,SEA,OAK,610,815
AS,353,OAK,SEA,910,1115
AS,356,SEA,OAK,1600,1758
AS,359,SMF,SEA,1440,1630
B6,1,JFK,FLL,900,1216
B6,2,FLL,JFK,835,1115
B6,3,JFK,SJU,920,1418
B6,4,SJU,JFK,1505,1810
B6,5,EWR,FLL,933,1242
B6,6,FLL,EWR,1810,2103
B6,7,FLL,LAS,1905,2137
B6,8,LAS,FLL,2248,619
B6,12,RSW,EWR,1610,1901
B6,14,LGB,JFK,2128,539
B6,16,SFO,JFK,650,1516
B6,19,BOS,SAN,1625,1954
B6,20,SAN,BOS,2205,621
B6,24,LAX,JFK,625,1444
B6,26,TPA,JFK,1924,2200
B6,27,EWR,MCO,1040,1331
B6,28,MCO,EWR,725,956
B6,33,DCA,PBI,1722,1958
B6,34,PBI,DCA,2035,2246
B6,42,LGB,RNO,1046,1211
B6,43,RNO,LGB,1300,1422
B6,49,BOS,SAV,1100,1346
B6,50,SAV,BOS,1422,1640
B6,51,BOS,MCO,600,920
B6,52,MCO,BOS,721,1006
B6,53,JFK,PBI,1809,2107
B6,54,PBI,JFK,2025,2259
B6,56,IAD,BOS,905,1029
B6,61,BOS,SJU,855,1354
B6,62,PBI,LGA,1000,1245
B6,65,JFK,ABQ,2000,2308
B6,66,ABQ,JFK,2359,551
B6,69,BOS,FLL,820,1155
B6,70,FLL,BOS,1119,1424
B6,71,JFK,SLC,1942,2308
B6,72,SLC,JFK,2245,501
B6,76,MSY,JFK,925,1308
B6,79,DCA,FLL,750,1033
B6,80,RNO,JFK,2359,806
B6,81,JFK,RNO,1945,2308
B6,85,BUF,MCO,1255,1542
B6,87,ALB,FLL,1200,1521
B6,88,FLL,ALB,820,1113
B6,89,JFK,SAN,1559,1918
B6,90,SAN,JFK,2044,449
B6,94,MCO,HPN,1026,1300
B6,97,JFK,DEN,2030,2306
B6,98,DEN,JFK,2359,535
B6,100,LAX,FLL,2335,724
B6,101,FLL,LAX,1950,2244
B6,102,FLL,JFK,1320,1609
B6,105,JFK,ORD,1521,1714
B6,107,SEA,LGB,1429,1659
B6,108,JFK,PWM,2250,2356
B6,112,ORD,BOS,1855,2208
B6,113,HPN,FLL,800,1113
B6,114,FLL,HPN,730,1019
B6,116,JFK,SYR,900,1017
B6,119,ALB,MCO,1417,1724
B6,120,MCO,ALB,1052,1334
B6,121,BOS,PBI,2025,2342
B6,122,PBI,BOS,2120,10
B6,123,JFK,LAX,710,1030
B6,124,LAX,JFK,855,1714
B6,127,EWR,MCO,1145,1435
B6,130,RSW,JFK,1755,2038
B6,135,JFK,PHX,1925,2306
B6,136,PHX,JFK,2359,629
B6,137,BDL,MCO,1724,2027
B6,138,MCO,BDL,1824,2059
B6,147,OAK,LGB,909,1024
B6,148,LGB,OAK,700,820
B6,149,JFK,PSP,1840,2146
B6,150,PSP,JFK,2245,645
B6,151,BOS,MCO,842,1204
B6,152,MCO,BOS,1715,2003
B6,153,JFK,PBI,2200,55
B6,154,PBI,JFK,630,902
B6,160,PHL,BOS,1020,1143
B6,161,JFK,SMF,1930,2300
B6,162,SMF,JFK,2351,801
B6,163,JFK,SRQ,900,1215
B6,164,SRQ,JFK,1300,1536
B6,167,JFK,OAK,2020,2358
B6,168,OAK,JFK,2214,634
B6,176,SJU,BDL,1440,1743
B6,178,LAS,BOS,1100,1858
B6,181,FLL,BNA,1510,1640
B6,182,BNA,FLL,1735,2055
B6,184,MCO,JFK,2130,2350
B6,188,SFO,LAS,1745,1915
B6,189,JFK,SAN,940,1251
B6,190,SAN,JFK,1344,2200
B6,192,TPA,BOS,700,952
B6,195,BWI,FLL,705,948
B6,198,MCO,LGA,600,829
B6,199,LGA,MCO,930,1247
B6,201,JFK,FLL,2100,12
B6,205,EWR,FLL,1445,1753
B6,207,PWM,JFK,1225,1344
B6,208,JFK,PWM,1029,1139
B6,211,EWR,RSW,950,1306
B6,213,JFK,LGB,1259,1613
B6,218,CLT,JFK,1045,1224
B6,219,JFK,CLT,800,1007
B6,221,BOS,PBI,854,1222
B6,222,PBI,BOS,1210,1506
B6,223,JFK,LAX,840,1159
B6,225,JFK,TPA,2155,56
B6,226,TPA,JFK,959,1227
B6,228,MCO,EWR,1630,1907
B6,230,RSW,JFK,2030,2306
B6,231,SLC,LGB,1152,1240
B6,232,LGB,SLC,825,1107
B6,233,BTV,JFK,540,707
B6,234,JFK,BTV,2245,2354
B6,244,PBI,EWR,620,901
B6,248,LGB,OAK,1120,1238
B6,249,DCA,TPA,1030,1259
B6,250,TPA,DCA,1335,1542
B6,251,BOS,MCO,935,1256
B6,252,MCO,BOS,1115,1402
B6,255,BOS,DCA,800,942
B6,261,BOS,SJU,2355,453
B6,262,SJU,BOS,605,912
B6,263,JFK,SEA,2035,2359
B6,681,DCA,RSW,2056,2333
B6,682,RSW,DCA,600,813
B6,684,MCO,JFK,1115,1342
B6,687,BOS,LAX,2115,43
B6,688,LAX,BOS,2149,610
B6,689,BOS,DCA,1121,1300
B6,691,BOS,TPA,1958,2320
B6,694,FLL,BWI,1840,2105
B6,695,BWI,FLL,1725,2009
B6,698,MCO,LGA,1925,2202
B6,699,BDL,DCA,925,1058
B6,700,LAX,FLL,1259,2047
B6,701,FLL,LAX,916,1208
B6,702,JFK,BUF,1839,2007
B6,703,JFK,SJU,1455,1949
B6,705,EWR,FLL,2149,45
B6,706,FLL,EWR,2141,24
B6,711,JFK,LAS,1745,2035
B6,714,DFW,BOS,1830,2259
B6,715,DCA,JAX,1317,1522
B6,716,JAX,DCA,1955,2135
B6,717,BOS,JFK,1055,1205
B6,718,JFK,BOS,2255,2359
B6,721,BOS,PBI,628,952
B6,722,PBI,BOS,1035,1329
B6,723,DCA,MCO,950,1217
B6,724,MCO,DCA,1125,1332
B6,729,MCO,BQN,2335,313
B6,730,BQN,MCO,435,629
B6,733,MCO,SJU,1450,1834
B6,734,SJU,MCO,1154,1404
B6,735,SFO,LGB,709,829
B6,736,LGB,SFO,1112,1241
B6,741,BOS,SRQ,1053,1429
B6,745,JFK,PSE,2359,445
B6,746,PSE,JFK,601,903
B6,748,LAS,JFK,1311,2100
B6,753,JFK,PBI,2100,2359
B6,754,PBI,JFK,1450,1733
B6,760,PHL,BOS,1940,2057
B6,761,LGA,PBI,1600,1919
B6,767,MCO,PSE,2325,315
B6,768,PSE,MCO,426,629
B6,777,BOS,LAS,1954,2254
B6,778,LAS,BOS,2345,743
B6,789,JFK,MCO,750,1056
B6,790,DCA,BOS,1535,1703
B6,795,JFK,AUS,1250,1611
B6,801,MCO,SLC,1600,1854
B6,802,SLC,MCO,2359,610
B6,805,EWR,FLL,1100,1406
B6,807,BOS,STT,700,1200
B6,808,SJU,BOS,1350,1706
B6,808,STT,SJU,1245,1328
B6,811,EWR,RSW,740,1054
B6,812,RSW,EWR,1137,1426
B6,813,HPN,FLL,1845,2148
B6,814,FLL,HPN,1940,2227
B6,821,BOS,PBI,1440,1805
B6,822,PBI,BOS,1722,2020
B6,823,DCA,MCO,1559,1825
B6,824,MCO,DCA,2035,2235
B6,828,MCO,EWR,1955,2226
B6,832,LGA,BOS,1423,1536
B6,833,BOS,SFO,1810,2201
B6,834,SFO,BOS,2315,747
B6,838,BQN,JFK,610,901
B6,839,JFK,BQN,2359,443
B6,841,JFK,SAV,702,926
B6,842,SAV,JFK,1009,1204
B6,846,MCO,SWF,1356,1634
B6,853,FLL,SJU,545,911
B6,854,SJU,FLL,1223,1412
B6,859,BDL,FLL,2025,2332
B6,860,FLL,BDL,1655,1948
B6,861,BOS,SJU,1425,1924
B6,862,SJU,BOS,2050,2353
B6,865,BOS,RSW,2049,25
B6,866,SJU,ORD,1954,2301
B6,879,LAS,LGB,1724,1826
B6,880,LGB,LAS,700,805
B6,883,JFK,MCO,2145,35
B6,885,JFK,RDU,755,939
B6,886,RDU,JFK,1025,1149
B6,891,BOS,TPA,600,931
B6,892,TPA,BOS,1010,1259
B6,901,JFK,FLL,520,825
B6,902,FLL,JFK,2025,2307
B6,903,BDL,RSW,1155,1524
B6,904,RSW,BDL,1350,1639
B6,905,JFK,ORD,816,1002
B6,906,ORD,JFK,1040,1349
B6,907,BOS,STT,1112,1609
B6,908,STT,SJU,1655,1734
B6,908,SJU,BOS,1755,2104
B6,915,JFK,SFO,1629,2010
B6,916,SFO,JFK,1534,2359
B6,917,BOS,JFK,540,655
B6,918,JFK,BOS,1659,1815
B6,921,BOS,PBI,1040,1406
B6,922,PBI,BOS,749,1042
B6,925,JFK,TPA,1529,1838
B6,927,EWR,MCO,1440,1736
B6,928,MCO,EWR,1115,1352
B6,929,JFK,RSW,845,1208
B6,930,RSW,JFK,1244,1523
B6,932,HOU,BOS,1835,2306
B6,933,DCA,PBI,1240,1515
B6,934,PBI,DCA,1555,1810
B6,938,BQN,JFK,1054,1342
B6,939,JFK,BQN,530,1011
B6,940,SRQ,BOS,1505,1759
B6,948,LAS,JFK,2145,531
B6,951,BOS,MCO,1405,1724
B6,952,MCO,BOS,1540,1829
B6,954,SJU,FLL,1030,1217
B6,959,BDL,FLL,815,1136
B6,962,SJU,BOS,355,701
B6,965,BOS,RSW,1030,1412
B6,966,RSW,BOS,630,926
B6,969,RIC,MCO,1855,2059
B6,970,MCO,RIC,739,929
B6,971,LGA,FLL,930,1258
B6,975,PHL,FLL,1702,1954
B6,976,FLL,PHL,2040,2316
B6,983,JFK,MCO,2020,2319
B6,984,RDU,BOS,1705,1853
B6,989,CHS,DCA,1600,1720
B6,990,DCA,BOS,1800,1930
B6,993,BOS,DEN,1930,2213
B6,994,DEN,BOS,2305,447
B6,995,HPN,MCO,1540,1835
B6,1001,BUF,JFK,2045,2208
B6,1002,FLL,JFK,1405,1653
B6,1005,EWR,FLL,1910,2213
B6,1006,LGB,SEA,1710,1955
B6,1007,SEA,LGB,700,929
B6,1011,BOS,ORD,1624,1818
B6,1013,JFK,LGB,1813,2131
B6,1016,FLL,JAX,735,848
B6,1022,PBI,BOS,1845,2140
B6,1023,DCA,MCO,1859,2121
B6,1024,LAX,JFK,1650,100
B6,1025,JFK,TPA,1230,1529
B6,1026,TPA,JFK,1614,1851
B6,1027,BOS,BWI,1640,1818
B6,1031,BOS,HOU,840,1214
B6,1033,MCO,SJU,550,933
B6,1034,SJU,MCO,1745,1951
B6,1036,SJU,STT,1430,1506
B6,1038,AUS,BOS,1837,2314
B6,1039,BOS,AUS,700,1052
B6,1041,JFK,SAV,1550,1819
B6,1042,SAV,JFK,1903,2104
B6,1052,SJU,TPA,1200,1410
B6,1054,DCA,BOS,1959,2124
B6,1070,FLL,BOS,1245,1553
B6,1075,PVD,MCO,1905,2207
B6,1076,MCO,PVD,1545,1819
B6,1077,BOS,LAS,700,1005
B6,1081,BOS,RIC,940,1128
B6,1083,BOS,RDU,1215,1421
B6,1084,RDU,BOS,1500,1650
B6,1089,BOS,DCA,1635,1818
B6,1091,FLL,BQN,2230,156
B6,1092,BQN,FLL,307,447
B6,1094,AUS,JFK,1430,1901
B6,1098,DCA,BDL,1735,1853
B6,1099,LGA,MCO,700,1006
B6,1101,JFK,FLL,1900,2212
B6,1103,JFK,SJU,2240,327
B6,1106,ORD,JFK,1750,2103
B6,1109,BOS,JAX,855,1203
B6,1115,BOS,DFW,1419,1746
B6,1118,CLT,JFK,1955,2145
B6,1119,JFK,CLT,1710,1916
B6,1121,PDX,LGB,700,917
B6,1123,JFK,LAX,1920,2242
B6,1124,LAX,JFK,2100,514
B6,1125,RDU,FLL,900,1107
B6,1126,FLL,RDU,1745,1947
B6,1129,JFK,RSW,1350,1709
B6,1130,FLL,CHS,1830,2008
B6,1131,CHS,FLL,800,942
B6,1136,LGB,SFO,805,935
B6,1141,BDL,PBI,1530,1835
B6,1142,PBI,BDL,1155,1441
B6,1143,EWR,PBI,600,850
B6,1145,RIC,FLL,1210,1435
B6,1146,FLL,RIC,1407,1616
B6,1151,TPA,SJU,1500,1847
B6,1152,MCO,BOS,1810,2055
B6,1154,PBI,JFK,2155,24
B6,1159,BOS,PHL,1720,1859
B6,1161,LGA,PBI,1326,1641
B6,1165,BOS,RSW,1457,1837
B6,1166,RSW,BOS,1455,1756
B6,1168,PBI,HPN,1134,1423
B6,1169,RIC,MCO,1005,1213
B6,1170,MCO,RIC,1625,1816
WN,6859,ABQ,AUS,930,1210
WN,342,ABQ,BWI,815,1355
WN,419,ABQ,DAL,1725,2000
WN,757,ABQ,DAL,635,915
WN,1386,ABQ,DAL,1045,1325
WN,1500,ABQ,DAL,1510,1750
WN,2118,ABQ,DAL,2025,2255
WN,163,ABQ,DEN,1805,1925
WN,227,ABQ,DEN,1130,1250
WN,474,ABQ,DEN,630,750
WN,199,ABQ,HOU,630,930
WN,255,ABQ,HOU,1605,1905
WN,539,ABQ,HOU,1020,1315
WN,170,ABQ,LAS,800,840
WN,1015,ABQ,LAS,1150,1225
WN,1118,ABQ,LAS,1455,1535
WN,1492,ABQ,LAS,1630,1705
WN,3247,ABQ,LAS,2020,2055
WN,1228,ABQ,LAX,855,1000
WN,2734,ABQ,LAX,1640,1745
WN,143,ABQ,MCI,1130,1420
WN,712,ABQ,MDW,1710,2045
WN,6550,ABQ,MDW,810,1155
WN,1224,ABQ,OAK,1755,1930
WN,1600,ABQ,OAK,1340,1510
WN,3310,ABQ,OAK,645,825
WN,2163,ABQ,PDX,1205,1410
WN,155,ABQ,PHX,1445,1600
WN,2116,ABQ,PHX,1030,1150
WN,2656,ABQ,PHX,1235,1350
WN,2680,ABQ,PHX,1845,2005
WN,3059,ABQ,PHX,805,925
WN,299,ABQ,SAN,915,1010
WN,2408,ABQ,SAN,1750,1845
WN,617,ALB,BWI,635,805
WN,718,ALB,BWI,1735,1905
WN,846,ALB,BWI,530,655
WN,945,ALB,BWI,1130,1250
WN,2287,ALB,BWI,1420,1540
WN,2361,ALB,FLL,1430,1755
WN,1092,ALB,LAS,1310,1550
WN,1724,ALB,MCO,1330,1640
WN,3060,ALB,MCO,630,950
WN,142,ALB,MDW,540,720
WN,410,ALB,MDW,1700,1830
WN,3214,ALB,TPA,1230,1545
WN,656,AMA,DAL,1415,1525
WN,1260,AMA,DAL,1045,1155
WN,1264,AMA,DAL,1735,1845
WN,2260,AMA,DAL,605,715
WN,1153,AMA,LAS,1540,1555
WN,2930,ATL,AUS,2130,2305
WN,3300,ATL,AUS,950,1125
WN,461,ATL,BOS,1845,2110
WN,3677,ATL,BOS,1335,1600
WN,384,ATL,BWI,1115,1305
WN,428,ATL,BWI,1340,1520
WN,469,ATL,BWI,2230,15
WN,663,ATL,BWI,1920,2105
WN,2753,ATL,BWI,2035,2220
WN,3322,ATL,BWI,1800,1945
WN,6346,ATL,BWI,945,1130
WN,295,ATL,CAK,850,1030
WN,445,ATL,CAK,1335,1510
WN,4188,ATL,CAK,2120,2300
WN,693,ATL,CMH,2200,2330
WN,4042,ATL,CMH,1545,1715
WN,148,ATL,DAL,700,820
WN,311,ATL,DAL,1540,1700
WN,521,ATL,DAL,1335,1450
WN,863,ATL,DAL,945,1105
WN,894,ATL,DAL,2145,2300
WN,476,ATL,DCA,1255,1435
WN,495,ATL,DCA,1640,1825
WN,540,ATL,DCA,925,1105
WN,1826,ATL,DCA,2030,2205
WN,245,ATL,DEN,550,715
WN,356,ATL,DEN,1830,2000
WN,1123,ATL,DEN,800,925
WN,2332,ATL,DEN,1605,1735
WN,277,ATL,DTW,2110,2310
WN,2876,ATL,DTW,1545,1740
WN,2893,ATL,DTW,825,1025
WN,349,ATL,FLL,1355,1545
WN,568,ATL,FLL,1205,1350
WN,2286,ATL,FLL,1010,1205
WN,3066,ATL,FLL,1910,2100
WN,6399,ATL,FLL,1735,1925
WN,257,ATL,GSP,1010,1105
WN,1437,ATL,GSP,2200,2250
WN,3974,ATL,GSP,1610,1700
WN,214,ATL,HOU,1730,1850
WN,1232,ATL,HOU,610,740
WN,2604,ATL,HOU,2230,2350
WN,2939,ATL,HOU,1030,1155
WN,3205,ATL,HOU,1930,2055
WN,164,ATL,IAD,830,1015
WN,2724,ATL,IAD,2200,2340
WN,615,ATL,IND,830,1000
WN,2927,ATL,IND,2110,2245
WN,3133,ATL,IND,1610,1740
WN,42,ATL,JAX,1350,1455
WN,941,ATL,JAX,1915,2025
WN,3333,ATL,JAX,1010,1120
WN,413,ATL,LAS,825,1010
WN,533,ATL,LAS,1910,2050
WN,554,ATL,LAS,1350,1530
WN,3220,ATL,LAS,1610,1745
WN,319,ATL,LAX,1335,1540
WN,2770,ATL,LAX,950,1200
WN,6522,ATL,LAX,1900,2110
WN,226,ATL,LGA,845,1055
WN,357,ATL,LGA,2050,2300
WN,2098,ATL,LGA,745,945
WN,2423,ATL,LGA,1740,1945
WN,3050,ATL,LGA,1220,1425
WN,448,ATL,MCI,1555,1705
WN,619,ATL,MCI,2120,2235
WN,910,ATL,MCI,835,955
WN,298,ATL,MCO,1810,1940
WN,766,ATL,MCO,1015,1145
WN,1800,ATL,MCO,1135,1305
WN,2311,ATL,MCO,1915,2045
WN,3045,ATL,MCO,1520,1650
WN,3279,ATL,MCO,1350,1520
WN,231,ATL,MDW,1215,1310
WN,379,ATL,MDW,2230,2325
WN,1371,ATL,MDW,1855,1950
WN,2784,ATL,MDW,930,1025
WN,2916,ATL,MDW,530,620
WN,3278,ATL,MDW,1625,1720
WN,300,ATL,MKE,825,930
WN,1027,ATL,MKE,1545,1645
WN,1656,ATL,MKE,2200,2300
WN,1146,ATL,MSP,2120,2300
WN,2931,ATL,MSP,1550,1730
WN,301,ATL,MSY,1350,1425
WN,1318,ATL,MSY,950,1025
WN,3467,ATL,MSY,2005,2040
WN,6224,ATL,MSY,1755,1830
WN,3878,ATL,OAK,1410,1640
WN,420,ATL,PBI,1910,2100
WN,3344,ATL,PBI,1355,1545
WN,258,ATL,PHL,1315,1510
WN,2316,ATL,PHL,2115,2315
WN,222,ATL,PHX,1010,1235
WN,485,ATL,PHX,1750,2010
WN,208,ATL,PIT,830,1010
WN,1749,ATL,PIT,2120,2300
WN,1916,ATL,RDU,1545,1700
WN,2691,ATL,RDU,2125,2245
WN,3004,ATL,RDU,830,950
WN,604,ATL,RIC,2115,2250
WN,1368,ATL,RIC,1415,1545
WN,2871,ATL,RIC,1020,1150
WN,3023,ATL,RSW,1915,2055
WN,3972,ATL,RSW,1010,1155
WN,325,ATL,SAN,825,1030
WN,529,ATL,SAT,855,1040
WN,3502,ATL,SAT,2115,2300
WN,687,ATL,STL,825,910
WN,1054,ATL,STL,1545,1625
WN,2895,ATL,STL,2015,2100
WN,4694,ATL,STL,1210,1250
WN,314,ATL,TPA,1010,1140
WN,524,ATL,TPA,1155,1320
WN,1110,ATL,TPA,1355,1525
WN,1136,ATL,TPA,1745,1910
WN,1212,ATL,TPA,1910,2035
WN,3264,ATL,TPA,1545,1710
WN,1118,AUS,ABQ,1330,1425
WN,693,AUS,ATL,1820,2125
WN,766,AUS,ATL,625,930
WN,339,AUS,BNA,635,840
WN,4190,AUS,BNA,1830,2025
WN,2833,AUS,BOS,1335,1820
WN,1054,AUS,BWI,620,1020
WN,3309,AUS,BWI,1700,2100
WN,153,AUS,DAL,2130,2225
WN,354,AUS,DAL,1000,1055
WN,378,AUS,DAL,735,830
WN,605,AUS,DAL,1510,1605
WN,1324,AUS,DAL,1300,1355
WN,1329,AUS,DAL,1955,2050
WN,1551,AUS,DAL,1555,1650
WN,1672,AUS,DAL,1710,1805
WN,3132,AUS,DAL,1130,1225
WN,3527,AUS,DCA,1215,1610
WN,1298,AUS,DEN,1005,1120
WN,3250,AUS,DEN,535,700
WN,3434,AUS,DEN,1950,2100
WN,3864,AUS,DEN,1730,1845
WN,3007,AUS,ELP,1045,1125
WN,4694,AUS,ELP,1620,1700
WN,381,AUS,EWR,920,1345
WN,1487,AUS,EWR,1800,2225
WN,383,AUS,FLL,1900,2230
WN,5438,AUS,FLL,1130,1500
WN,351,AUS,HOU,820,910
WN,352,AUS,HOU,655,750
WN,3473,AUS,HOU,1815,1910
WN,3503,AUS,HOU,1505,1555
WN,6859,AUS,HOU,1245,1335
WN,4164,AUS,HRL,1440,1545
WN,397,AUS,LAS,1225,1325
WN,400,AUS,LAS,2050,2150
WN,2887,AUS,LAS,1535,1635
WN,301,AUS,LAX,1705,1825
WN,776,AUS,LBB,920,1030
WN,1067,AUS,MCO,1100,1425
WN,2550,AUS,MCO,1705,2030
WN,238,AUS,MDW,1730,1955
WN,266,AUS,MDW,1200,1430
WN,242,AUS,MSY,1105,1220
WN,3163,AUS,OAK,1140,1335
WN,2014,AUS,PHX,1440,1610
WN,3305,AUS,PHX,1835,2010
WN,3887,AUS,PHX,905,1040
WN,6670,AUS,PHX,700,835
WN,393,AUS,SAN,2040,2145
WN,2952,AUS,SAN,1200,1310
WN,3112,AUS,SEA,1000,1225
WN,326,AUS,SJC,745,945
WN,1950,AUS,SJC,1930,2125
WN,863,AUS,SNA,1325,1440
WN,356,AUS,STL,1240,1435
WN,2303,AUS,TPA,1345,1655
WN,407,BDL,BWI,530,650
WN,766,BDL,BWI,1535,1650
WN,933,BDL,BWI,2115,2235
WN,1070,BDL,BWI,1205,1315
WN,1315,BDL,BWI,900,1015
WN,3219,BDL,BWI,1735,1855
WN,3867,BDL,DEN,820,1100
WN,3463,BDL,FLL,800,1120
WN,2318,BDL,LAS,1335,1630
WN,2727,BDL,MCO,1450,1755
WN,2876,BDL,MCO,955,1300
WN,6590,BDL,MCO,640,945
WN,1360,BDL,MDW,920,1100
WN,3071,BDL,MDW,535,710
WN,3197,BDL,MDW,1640,1820
WN,434,BDL,RSW,600,935
WN,1749,BDL,TPA,1505,1820
WN,3927,BDL,TPA,720,1040
WN,1304,BHM,BWI,1805,2100
WN,449,BHM,DAL,540,740
WN,3460,BHM,DAL,1215,1410
WN,473,BHM,HOU,1915,2110
WN,3293,BHM,HOU,530,730
WN,3911,BHM,LAS,1105,1320
WN,53,BHM,MCO,1120,1350
WN,5656,BHM,MCO,610,840
WN,556,BHM,MDW,1905,2050
WN,838,BHM,MDW,850,1035
WN,1076,BHM,TPA,1435,1700
WN,2838,BHM,TPA,955,1220
WN,237,BNA,AUS,1910,2130
WN,3007,BNA,AUS,750,1015
WN,3672,BNA,BOS,835,1155
WN,4190,BNA,BOS,2105,25
WN,49,BNA,BWI,1320,1555
WN,353,BNA,BWI,1455,1730
WN,411,BNA,BWI,1905,2140
WN,3377,BNA,BWI,635,910
WN,5438,BNA,BWI,1740,2020
WN,6295,BNA,CHS,1155,1415
WN,608,BNA,CLE,930,1150
WN,2009,BNA,CLE,2120,2340
WN,1989,BNA,CLT,1715,1930
WN,363,BNA,CMH,2105,2315
WN,392,BNA,CMH,930,1140
WN,124,BNA,DAL,800,1000
WN,1059,BNA,DAL,1050,1250
WN,2730,BNA,DAL,1910,2110
WN,3092,BNA,DAL,1640,1840
WN,700,BNA,DCA,1345,1620
WN,1063,BNA,DCA,1000,1230
WN,3074,BNA,DCA,2120,2350
WN,1350,BNA,DEN,1920,2120
WN,1993,BNA,DEN,1655,1850
WN,3249,BNA,DEN,1230,1425
WN,598,BNA,DTW,930,1200
WN,875,BNA,DTW,2105,2335
WN,3012,BNA,ECP,1910,2025
WN,559,BNA,FLL,850,1200
WN,1162,BNA,FLL,1820,2130
WN,3171,BNA,FLL,555,905
WN,5773,BNA,FLL,1255,1600
WN,56,BNA,HOU,1620,1835
WN,470,BNA,HOU,520,750
WN,1127,BNA,HOU,930,1145
WN,1914,BNA,HOU,1850,2100
WN,228,BNA,JAX,1640,1905
WN,3126,BNA,JAX,1415,1640
WN,3168,BNA,JAX,755,1020
WN,289,BNA,LAS,1130,1345
